feature,RF_max,RF_variance,RF_mean_absolute_value,RF_mean,RF_min,RF_rms,RF_zero_crossings,RF_std,RF_waveform_length,RF_integrated_emg,RF_slope_sign_changes,RF_skewness,RF_kurtosis,RF_spectral_centroid,BF_max,BF_variance,BF_mean_absolute_value,BF_mean,BF_min,BF_rms,BF_zero_crossings,BF_std,BF_waveform_length,BF_integrated_emg,BF_slope_sign_changes,BF_skewness,BF_kurtosis,BF_spectral_centroid,VM_max,VM_variance,VM_mean_absolute_value,VM_mean,VM_min,VM_rms,VM_zero_crossings,VM_std,VM_waveform_length,VM_integrated_emg,VM_slope_sign_changes,VM_skewness,VM_kurtosis,VM_spectral_centroid,ST_max,ST_variance,ST_mean_absolute_value,ST_mean,ST_min,ST_rms,ST_zero_crossings,ST_std,ST_waveform_length,ST_integrated_emg,ST_slope_sign_changes,ST_skewness,ST_kurtosis,ST_spectral_centroid
RF_slope_sign_changes,-0.47603482427156446,-0.36153152131959465,-0.5442101262680422,0.09759510335373119,0.47648260065033154,-0.5364938943117236,0.6912667250928526,-0.5362897353086825,-0.38864203527352287,-0.5442101264028238,1.0,-0.02441506722658467,0.04767163419554855,0.69482340061935,-0.0011174544529499383,-0.04817616422532249,-0.12969309792878245,-0.037640791591683,0.21179285873540402,-0.12024135636216196,0.017136433979307798,-0.12062669962140445,-0.10053127129905558,-0.12969309777831797,0.09655970700808227,0.2418168337797228,0.006237629768600325,0.10641551481661234,-0.40565161275396144,-0.28612793313288365,-0.44044014664658077,0.009868968542968854,0.41214226841975915,-0.43179489576298397,0.3935478068883139,-0.43145617201797604,-0.38293175651859135,-0.4404401466717797,0.5751583809261916,0.06347637950679488,-0.14136328153062686,0.40963484932287647,-0.28898547168675187,-0.2623450495517964,-0.3465787167362203,0.10865740600751768,0.4191483126733999,-0.358337716930371,-0.11421921304315683,-0.3586719502764665,-0.3613586390406348,-0.34657871643116717,-0.19016523089038823,0.2833138306191086,-0.06821736413917663,-0.1605363715105935
RF_skewness,0.1379822765314649,0.01919830293547848,0.019704977468418667,0.13066794923186587,0.09292142614896085,0.02254026547440619,-0.07866480339054302,0.022585682815365445,0.0001359962765094434,0.019704977626335572,-0.02441506722658467,1.0,-0.1277671216368242,-0.09129248349075544,0.033131429528420075,0.043287789711329724,0.035769125346821376,0.06839833694921968,-0.03284504620375466,0.035314591909686,-0.06244507571335426,0.03653848455566489,0.02592090119151876,0.03576912559102862,-0.02579845107795535,0.004226627548680237,-0.016387650736431794,-0.04865229416823495,-0.03302785701655068,-0.0406895684799721,-0.019282102083415145,0.03086442437791438,0.032320037225256976,-0.026717832566880956,-0.062048568974287295,-0.026680915114769017,-0.010838028634707488,-0.019282102125199416,0.020340813479434228,-0.07258124163164646,-0.06934951617307494,-0.03178354114035394,0.022457858082356286,0.009683773378623042,0.018542943385101127,0.00925654673544675,-0.03233762287124808,0.022330173590290565,-0.018697997527093186,0.02227506287758003,0.023578171251432044,0.01854294368949636,0.003818615336200071,-0.05485872231522245,-0.033960338626941595,-0.015746905150518898
RF_kurtosis,0.10762942008534308,0.0012448906997165603,-0.05884170329519628,-0.006251514570642515,-0.11459844258218,0.0035380551625374505,0.18091153996409787,0.0038949123654108816,0.0016424967293830926,-0.058841703082715496,0.04767163419554855,-0.1277671216368242,1.0,0.15202541322990568,-0.02419149952866392,-0.00755505106611159,-0.04464457892677928,-0.10434864194482034,0.0525965102297225,-0.04097682463309792,0.008037662179428874,-0.0422079530713159,-0.05122634755844687,-0.044644579073222876,-0.027261041998187477,0.0032278659037819576,0.016741361273614985,0.00954878600692393,-0.046590057067529486,-0.021438648066628648,-0.07727534060316214,-0.033934011734847405,0.03806168471817159,-0.05799697007940954,0.1630101476976967,-0.057964672406463365,-0.07890657357394659,-0.07727534066459928,0.09420166349539646,0.013897923597499964,0.13612906258069843,0.13459248299957371,-0.04095758721528982,-0.02880271234743436,-0.06583242964077693,-0.0030704863659940834,0.03294853007500708,-0.05682746719844206,0.07122116108284363,-0.056567563448172355,-0.022230701204114224,-0.06583242938842303,0.030843626379312046,0.05155698943251904,0.04907940963199254,0.07865096283171129
RF_spectral_centroid,-0.47786346452944417,-0.34521943914478,-0.566449407968937,0.07689219355006482,0.4642414683273928,-0.5510450632369719,0.8667031206657072,-0.5503725079110985,-0.42846943524666437,-0.5664494081480215,0.6948234006193499,-0.09129248349075544,0.15202541322990568,1.0,-0.10355160272628951,-0.12784342241063998,-0.24308697863893727,-0.2144217024511723,0.3151139689240918,-0.2361585179858985,0.11300012857189932,-0.23804108034306054,-0.20400811937505325,-0.24308697857640962,0.07208448274693585,0.24783337259460705,0.0019519679440212533,0.19471959342663253,-0.4230786066550298,-0.2687632404031879,-0.46358373451941925,-0.021566255242691262,0.43372651317134003,-0.45001013526500006,0.48014806417974215,-0.44974250864140713,-0.45598225460480574,-0.4635837343506448,0.49436417806770944,0.06656385791600612,-0.14635230801682508,0.4855297810145024,-0.32424365678142675,-0.27581309547165606,-0.3928008884092842,0.13602635872970797,0.45074117782940454,-0.4017700107625746,-0.03805525998816964,-0.40214542642562223,-0.3630265479919674,-0.3928008882483296,-0.1659697668015794,0.3725637988374328,-0.02701310649423467,-0.048432125720406095
BF_max,0.1312983537731358,0.10155960644388387,0.12750182220435669,-0.0019682020370247843,-0.115652842332827,0.12786986439286296,-0.05461067890650119,0.12782372896097186,0.17063410016809508,0.12750182202995203,-0.0011174544529499381,0.033131429528420075,-0.02419149952866392,-0.10355160272628952,1.0,0.8541190152262611,0.835058527856942,0.07759977359546695,-0.6905356926020254,0.8948765570483912,-0.0502088102370653,0.8948744351391559,0.7882009527174866,0.8350585275662163,0.18867482610492997,0.3549871040607696,0.31238422487853745,-0.04812626447809559,0.041152524756785,0.03024817309734724,0.034601144404519314,0.018341534693699892,-0.034335247819444206,0.03236817340187062,0.07867536498744891,0.03259641480376072,0.10406518710569597,0.03460114473567442,-0.001009903739731022,0.0015250696185430065,0.01142099871457455,0.03326540509935507,0.4140689666842562,0.2506358296411782,0.3449412081160539,-0.0011409740444603838,-0.3045014890480715,0.3637287784311085,-0.05405026540465388,0.36389622723625376,0.2576207313155499,0.3449412085697606,0.05712475446956716,0.08363797246421577,0.005116164148752473,-0.08209712629530332
BF_variance,0.16250397763702693,0.1176968013071513,0.15878246020817896,-0.012029180542537422,-0.13631673431642713,0.15728316905118336,-0.0854345686302678,0.1573136032142088,0.18114814150574768,0.158782460018876,-0.04817616422532248,0.04328778971132973,-0.007555051066111591,-0.12784342241063998,0.8541190152262612,1.0,0.8892388577178085,0.07872523282066399,-0.7567489560075169,0.9161061970450842,-0.030194638009775503,0.9156030639747319,0.8293252611896266,0.8892388576771494,0.14994732363893265,0.11467052638882716,0.10008780587628996,-0.05812561036519709,0.06582134407186802,0.02432523010066417,0.06649851446261505,0.020895652576852587,-0.0627553967027892,0.06086984537201994,0.03726661298623913,0.060983399829332534,0.1314903288959252,0.06649851472116858,-0.03753957748151082,-0.01827099240279894,0.022104294495735546,0.002861434342796607,0.29604033026674187,0.1847033369433373,0.2625976024839304,-0.01889405355748939,-0.23824422938967477,0.2732499989341108,-0.006319582563705305,0.2735341586500639,0.21087374849218954,0.2625976027956208,0.04764123239989139,0.002290734522647516,-0.044796598098361805,-0.041012166116310665
BF_mean_absolute_value,0.242501053803109,0.1812157295454519,0.24931368796779305,-0.004900210013025365,-0.2188794827224553,0.24617972520599007,-0.20452977257686494,0.2461268236140841,0.25411518051605914,0.24931368783517951,-0.12969309792878245,0.035769125346821376,-0.04464457892677929,-0.2430869786389373,0.835058527856942,0.8892388577178085,1.0,0.08617062408207815,-0.8430459380454681,0.9806513317568916,-0.05943728988818981,0.9806530176856116,0.9503629439009695,0.9999999999999996,0.21772985607831527,0.051618785630390476,0.05509120548229182,-0.08479905397813613,0.15021277040680103,0.08528725450126699,0.15502954133312363,0.02178984462403214,-0.14646433045131735,0.14796425707351377,-0.026205205897120422,0.14808501637433547,0.21995348780792182,0.15502954153426157,-0.10117839863794773,-0.0032658706170270568,0.06327759852083999,-0.07775106798109233,0.41850667518769524,0.28394843197540126,0.42493651060417215,-0.012599262054308854,-0.37492911107230475,0.4234679426181335,0.03909381670140262,0.4238336152505529,0.3694163334130806,0.42493651077226796,0.13481669655735845,-0.04256749473472822,-0.07028165062517838,-0.018081798931952633
BF_mean,0.09284605051953236,0.07106161534422872,0.13198624375993717,0.0038015712148554348,-0.0862125770090343,0.11685123369867625,-0.21803373122861833,0.11664800295353261,0.13265481733415227,0.13198624424624328,-0.037640791591683,0.06839833694921968,-0.10434864194482033,-0.2144217024511723,0.07759977359546695,0.07872523282066399,0.08617062408207815,1.0,-0.10516352519496963,0.09297038348730052,0.09111643909887443,0.09638672718523891,0.10539215155835685,0.08617062407280239,0.018343580418887163,-0.02763838189231158,0.020279967337153128,0.0814133106554241,0.10499246529375096,0.04923768987883976,0.1323638455406123,0.03155210378005967,-0.10264944322318381,0.11653766221858418,-0.1867054378602554,0.11656029300325073,0.16947359013316088,0.13236384555293693,-0.09113051580733063,-0.030392071349728527,-0.055673236953925155,-0.1478477026976352,-0.006770902469278565,0.0027421233326646406,0.05847220741471491,0.03254524476467742,-0.07615606150674561,0.046421780433028206,0.001913489448769325,0.04676555979858239,0.057139587725779074,0.05847220740050625,0.037437629649924566,-0.22925393391303286,-0.040697824735486374,-0.013644599504347427
BF_min,-0.32245518683770247,-0.27419817576796957,-0.339197482186333,0.029182284091145892,0.28382103689289245,-0.3341643869752752,0.29196932871675113,-0.3339983364614817,-0.2953633681336322,-0.3391974819790489,0.211792858735404,-0.03284504620375466,0.052596510229722504,0.3151139689240919,-0.6905356926020254,-0.7567489560075169,-0.8430459380454681,-0.10516352519496963,1.0,-0.8816385751892345,0.015686796464303716,-0.8818703807677442,-0.8119461815096568,-0.8430459380212686,-0.1878816961882753,0.24504028899475774,-0.2695837316314254,0.021023706434873297,-0.2165297806424757,-0.1295804311037028,-0.23273271621835903,-0.015250506189971992,0.2071170840003445,-0.22045950268202355,0.1295171596919229,-0.22038994992656932,-0.27017603974484444,-0.23273271630979722,0.18692046884119384,0.015356463254578458,-0.05779942921430043,0.14871678801786314,-0.31991152516635274,-0.2081586963442798,-0.34058931591594244,0.001246268845740017,0.3364921695087502,-0.34417595242955723,-0.04458165062961807,-0.34458872727187934,-0.29887095386871737,-0.34058931593376646,-0.10339738867453316,0.1599386494083881,0.02953099752623576,-0.0003467074127248656
BF_rms,0.24066919851328797,0.18341610807124079,0.24598446549077654,-0.0077169980797130045,-0.2157758183957782,0.24370299786314722,-0.19445863966603685,0.24361438041808184,0.25100284685964674,0.24598446534950105,-0.12024135636216196,0.035314591909686,-0.04097682463309793,-0.23615851798589846,0.8948765570483913,0.9161061970450843,0.9806513317568917,0.09297038348730052,-0.8816385751892344,0.9999999999999998,-0.06253438056368005,0.9999775280318963,0.9203148469660754,0.9806513316819543,0.1969837607125153,0.0735129075505212,0.16023837605762392,-0.0931070266922455,0.1425778841354061,0.07984116926178536,0.14440492883109857,0.022150016319448976,-0.13634026299296795,0.1380920513425077,-0.022931441443122574,0.1382108348732084,0.20916278621064396,0.14440492906815383,-0.09959972932835567,-0.006499763576462695,0.05831428251566041,-0.06882505555513327,0.42300409493529684,0.28526168162613097,0.41273081122468497,-0.012302947062672091,-0.37339666258089343,0.41918170969643126,0.01052426738110637,0.4195087141798141,0.34293877568853715,0.41273081150418955,0.1074818303483771,-0.03829241616736619,-0.049147627445882074,-0.03874287386361554
BF_zero_crossings,0.006936318424899044,0.010540625649090368,-0.012721827627154488,-0.009660728732628757,-0.014882570353673005,-0.003591951396727011,0.08199923759456963,-0.00349153649744657,0.02762893391226788,-0.012721827543296923,0.017136433979307798,-0.06244507571335426,0.008037662179428874,0.11300012857189931,-0.0502088102370653,-0.030194638009775503,-0.059437289888189804,0.09111643909887443,0.01568679646430372,-0.06253438056368005,1.0,-0.06201490076893357,0.13244333427302568,-0.05943729023359804,0.537845263954593,-0.053715356952835365,0.057283631163202516,0.7093826712400143,-0.03276325123741528,-0.005359761620571538,-0.0011501597624388844,-0.014282524600365897,0.01848876988477064,-0.010171241176710423,0.04016350870921986,-0.010242976446632643,-0.008857380363602438,-0.0011501596165684376,-0.05284368148793527,0.02471240306774445,-0.1276229711111174,0.02100335491980183,0.013015423289965005,-0.03460820777049795,0.019699802627896026,-0.009973327650426607,-0.04212657617079644,0.012471286515353227,0.3220248311655859,0.012795947285510752,0.14218292727524426,0.01969980191878849,0.23984499039693563,-0.06571181226789627,0.031845611738776314,0.2683875320365232
BF_std,0.24140567880594843,0.18383178720835672,0.24682619873361278,-0.007782832275573039,-0.21651803176822632,0.24452743487889161,-0.1965294648524774,0.24443637603299584,0.25186461856170317,0.24682619859455093,-0.12062669962140445,0.036538484555664885,-0.0422079530713159,-0.23804108034306057,0.8948744351391559,0.9156030639747318,0.9806530176856116,0.09638672718523891,-0.8818703807677442,0.9999775280318963,-0.06201490076893356,1.0,0.9205028561096877,0.9806530176106667,0.19706004402162725,0.07329260754080388,0.1607096668215793,-0.09282893386960936,0.14339396659649706,0.08040928089820798,0.14533628409433502,0.02236635677519178,-0.1371447305908072,0.1389756063556893,-0.024535259126587244,0.13909538861322687,0.21019928065193796,0.14533628433145704,-0.10016558361158232,-0.006635070624578193,0.05808650309079095,-0.0701041504911122,0.4232968739539882,0.28540875913846886,0.41330836786997593,-0.01232063889825559,-0.3740276658016749,0.4197148485908895,0.01021179058021139,0.4200421271613864,0.343469525162148,0.4133083681484667,0.10773235170098995,-0.03951763574099691,-0.049330032333087,-0.039305538421537806
BF_waveform_length,0.21969970969880503,0.17663828329355785,0.22822018940709943,-0.022954521858379092,-0.19606063025088888,0.22460944903621222,-0.1743069374678646,0.22460949459526416,0.23956251240020102,0.22822018926674723,-0.10053127129905558,0.02592090119151876,-0.05122634755844688,-0.20400811937505325,0.7882009527174867,0.8293252611896265,0.9503629439009694,0.10539215155835685,-0.8119461815096568,0.9203148469660752,0.13244333427302568,0.9205028561096877,1.0,0.9503629439341283,0.38799674049252314,0.023514647213724007,0.06847912468301047,0.1406292734951721,0.13037367662571178,0.08406284359033706,0.151791794176035,0.014186000772939697,-0.12698834522153496,0.13823565054845557,-0.0074179938774435765,0.13830628839512524,0.20793658812013538,0.1517917944117672,-0.08818956299074752,0.0049867299836421665,0.004092337555383775,-0.05960029381559078,0.3543736061349554,0.20102682637482927,0.3603585932950834,-0.0033025891734368585,-0.31812021616415914,0.3545888287231273,0.09711367105793825,0.35506646942528,0.34605334008382216,0.3603585931269717,0.1649620414096927,-0.04902777277436016,-0.06264900345695919,0.025358724053919018
BF_integrated_emg,0.2425010533739298,0.18121572865808114,0.24931368749165908,-0.004900209557221267,-0.21887948211206465,0.24617972469444094,-0.20452977224326835,0.24612682310222533,0.2541151802010865,0.24931368735904555,-0.129693097778318,0.03576912559102862,-0.04464457907322287,-0.24308697857640962,0.8350585275662165,0.8892388576771495,0.9999999999999996,0.08617062407280239,-0.8430459380212686,0.9806513316819543,-0.05943729023359804,0.9806530176106668,0.9503629439341282,1.0,0.21772985623034155,0.05161878538223751,0.05509120524715029,-0.08479905387704238,0.1502127702141568,0.08528725432017273,0.15502954109260908,0.021789843932900857,-0.14646433027835207,0.14796425682675912,-0.026205205779835115,0.1480850161279988,0.21995348765468728,0.15502954129374696,-0.10117839814584732,-0.0032658711822640047,0.06327759857503694,-0.0777510678407364,0.418506674866982,0.2839484318192,0.42493651027635315,-0.0125992619633309,-0.37492911088102904,0.4234679423335274,0.039093816340100486,0.42383361496710875,0.36941633294416854,0.424936510444449,0.13481669596218848,-0.042567494944590896,-0.07028165070018325,-0.01808179940132763
